HS_Code,Description,Exemption_List,Scope_Limitation
2708.20.00,"Pitch coke, obtained from coal tar or other mineral tars",both,
2709.00.10,"Petroleum oils and oils from bituminous minerals, crude, testing under 25 degrees A.P.I.",both,
2709.00.20,"Petroleum oils and oils from bituminous minerals, crude, testing 25 degrees A.P.I. or more",both,
2710.12.15,Light oil motor fuel from petroleum oils and oils from bituminous minerals (other than crude) and containing by weight 70 percent or more of petroleum oils or oils from bituminous minerals,both,
2710.12.18,Light oil motor fuel blending stock from petroleum oils and oils from bituminous minerals (other than crude) containing by weight 70 percent or more from petroleum oils or oils from bituminous minerals,both,
2710.12.25,Naphthas (except motor fuel or motor fuel blending stock),both,
2710.12.45,Light oil mixtures of hydrocarbons nesoi which contain by weight not over 50 percent of any single hydrocarbon compound,both,
2710.12.90,"Light oils and preparations, from petroleum oils and oils from bituminous minerals or preparations nesoi containing by weight 70 percent or more of petroleum oils or oils obtained from bituminous minerals",both,
2710.19.06,"Distillate and residual fuel oils (including blended fuel oils), derived from petroleum or oils from bituminous minerals, testing under 25 degrees A.P.I.",both,
2710.19.11,"Distillate and residual fuel oils (including blended fuel oils), derived from petroleum oils or oils from bituminous minerals, testing 25 degrees A.P.I. or more",both,
2710.19.16,"Kerosene-type jet fuel, from petroleum oils and oils of bituminous minerals (other than crude) or preparations containing by weight 70 percent or more of petroleum oils or oils obtained from bituminous minerals",both,
2710.19.24,"Kerosene motor fuel (except kerosene-type jet fuel), from petroleum oils and oils of bituminous minerals (other than crude) or preparations containing by weight 70 percent or more of petroleum oils or oils obtained from bituminous minerals",both,
2710.19.25,"Kerosene motor fuel blending stock (except kerosene-type jet fuel), from petroleum oils and oils of bituminous minerals (other than crude) or preparations containing by weight 70 percent or more of petroleum oils or oils obtained from bituminous minerals",both,
2710.19.26,"Kerosene (except kerosene-type jet fuel, kerosene motor fuel, and kerosene motor fuel blending stock), from petroleum oils and oils of bituminous minerals (other than crude) or preparations containing by weight 70 percent or more of petroleum oils or oils obtained from bituminous minerals",both,
2710.19.30,"Lubricating oils, with or without additives, from petroleum oils and oils of bituminous minerals (other than crude) or preparations containing by weight 70 percent or more of petroleum oils or oils obtained from bituminous minerals",both,
2710.19.35,"Lubricating greases, containing not over 10 percent by weight of salts of fatty acids of animal or vegetable origin, from petroleum oils and oils of bituminous minerals (other than crude) or preparations containing by weight 70 percent or more of petroleum oils or oils obtained from bituminous minerals",both,
2710.19.40,"Lubricating greases, containing 10 percent or more by weight of salts of fatty acids of animal or vegetable origin, from petroleum oils and oils of bituminous minerals (other than crude) or preparations containing by weight 70 percent or more of petroleum oils or oils obtained from bituminous minerals",both,
2710.19.45,"Mixture of hydrocarbons nesoi, which contain by weight not over 50 percent of any single hydrocarbon compound, from petroleum oils and oils of bituminous minerals (other than crude) or preparations containing by weight 70 percent or more of petroleum oils or oils obtained from bituminous minerals",both,
2710.19.90,Petroleum oils and oils from bituminous minerals or preparations nesoi containing by weight 70 percent or more of petroleum oils or oils obtained from bituminous minerals,both,
2710.20.05,"Distillate and residual fuel oils (including blended fuel oils), testing under 25 degrees A.P.I., from petroleum oils and oils of bituminous minerals (other than crude) or preparations nesoi containing by weight 70 percent or more of petroleum oils or oils obtained from bituminous minerals, containing biodiesel, other than waste oils",both,
2710.20.10,"Distillate and residual fuel oils (including blended fuel oils), testing 25 degrees A.P.I. or more, from petroleum oils and oils of bituminous minerals (other than crude) or preparations nesoi containing by weight 70 percent or more of petroleum oils or oils obtained from bituminous minerals, containing biodiesel, and other than waste oils",both,
2710.20.15,"Kerosene-type jet fuel, motor fuel or motor fuel blending stock, from petroleum oils and oils of bituminous minerals (other than crude) or preparations nesoi containing by weight 70 percent or more of petroleum oils or oils obtained from bituminous minerals, containing biodiesel, and other than waste oils",both,
2710.20.25,"Kerosene (except kerosene-type jet fuel, motor fuel or motor fuel blending stock, from petroleum oils and oils of bituminous minerals (other than crude) or preparations nesoi containing by weight 70 percent or more of petroleum oils or oils obtained from bituminous minerals, containing biodiesel, other than waste oils",both,
2710.91.00,"Waste oils containing polychlorinated biphenyls (PCBs), polychlorinated terphenyls (PCTs) or polybrominated biphenyls (PBBs)",both,
2710.99.05,"Wastes of distillate and residual fuel oil (including blends) derived from petroleum oil or bituminous minerals, testing under 25 degrees A.P.I.",both,
2710.99.10,"Wastes of distillate and residual fuel oil (including blends) derived from petroleum oil or bituminous minerals, testing 25 degrees A.P.I. or more",both,
2710.99.16,Waste motor fuel or motor fuel blending stock,both,
2710.99.21,Waste kerosene or naphthas,both,
2710.99.31,"Waste lubricating oils, with or without additives",both,
2710.99.32,"Waste lubricating greases, containing not over 10 percent by weight of fatty acids of animal (including marine animal) or vegetable origin",both,
2710.99.39,Other wastes of lubricating oils and greases,both,
2710.99.45,Waste oil mixtures of hydrocarbons nesoi containing not over 50 percent of any single hydrocarbon compound,both,
2710.99.90,Other waste oils,both,
2711.11.00,"Natural gas, liquefied",both,
2711.12.00,"Propane, liquefied",both,
2711.13.00,"Butanes, liquefied",both,
2711.14.00,"Ethylene, propylene, butylene and butadiene, liquefied",both,
2711.19.00,"Liquefied petroleum gases and other gaseous hydrocarbons, nesoi",both,
2711.21.00,"Natural gas, in gaseous state",both,
2711.29.00,"Petroleum gases and other gaseous hydrocarbons, except natural gas",both,
2712.10.00,Petroleum jelly,both,
2712.20.00,"Paraffin wax (whether or not colored), obtained by synthesis or other process and less than 0.75 percent oil by weight",both,
2712.90.10,"Montan wax (whether or not colored), obtained by synthesis or other process",both,
2712.90.20,"Mineral waxes (i.e., paraffin wax with 0.75 percent or more oil by weight, microcrystalline wax, slack lignite and peat waxes, ozokerite), obtained by synthesis",both,
2713.11.00,"Coke, petroleum, not calcined",both,
2713.12.00,"Coke, petroleum coke, calcined",both,
2713.20.00,Petroleum bitumen,both,
2713.90.00,Residues (except petroleum coke or petroleum bitumen) of petroleum oils or of oils obtained from bituminous materials,both,
2714.10.00,Bituminous or oil shale and tar sands,both,
2714.90.00,"Bitumen and asphalt, natural; asphaltites and asphaltic rocks",both,
2715.00.00,"Bituminous mixtures based on natural asphalt, natural bitumen, petroleum bitumen, mineral tar or mineral tar pitch",both,
2716.00.00,Electrical energy,both,
2801.20.00,Iodine,both,
2802.00.00,"Sulfur, sublimed or precipitated; colloidal sulfur",new,
2804.10.00,Hydrogen,new,Pharma
2804.29.00,"Rare gases, other than argon",both,
2804.30.00,Nitrogen,new,
2804.50.00,Boron; tellurium,both,
2804.61.00,Silicon containing by weight not less than 99.99 percent of silicon,both,
2804.80.00,Arsenic,both,
2804.90.00,Selenium,both,
2805.19.10,Strontium,both,
2805.19.20,Barium,both,
2805.19.90,"Alkali metals, other than strontium and barium",both,
2805.30.00,"Rare-earth metals, scandium and yttrium, whether or not intermixed or interalloyed",both,
2806.10.00,Hydrogen chloride (Hydrochloric acid),new,Pharma
2807.00.00,Sulfuric acid; oleum,new,
2809.20.00,Phosphoric acid and polyphosphoric acids,new,Pharma
2811.11.00,Hydrogen fluoride (Hydrofluoric acid),both,
2811.12.00,Hydrogen cyanide,new,Pharma
2811.19.10,Arsenic acid,both,
2811.22.50,"Silicon dioxide, other than synthetic silica gel",new,Pharma
2811.29.10,Arsenic trioxide,both,
2811.29.20,Selenium dioxide,both,
2812.12.00,Phosphorus oxychloride,new,Pharma
2812.19.00,Other chlorides and chloride oxides,both,
2813.90.10,Arsenic sulfides,both,
2814.10.00,Anhydrous ammonia,new,
2814.20.00,Ammonia in aqueous solution,new,
2815.11.00,"Sodium hydroxide (Caustic soda), solid",new,Pharma
2815.12.00,"Sodium hydroxide (Caustic soda), in aqueous solution (Soda lye or liquid soda)",new,Pharma
2815.20.00,Potassium hydroxide (Caustic potash),both,
2815.30.00,Peroxides of sodium or potassium,new,Pharma
2816.10.00,Hydroxide and peroxide of magnesium,both,
2816.40.10,"Oxides, hydroxides and peroxides of strontium",both,
2816.40.20,"Oxides, hydroxides and peroxides of barium",both,
2817.00.00,Zinc oxide; zinc peroxide,both,
2818.10.10,"Artificial corundum, crude",both,
2818.10.20,"Artificial corundum, in grains, or ground, pulverized or refined",both,
2818.20.00,"Aluminum oxide, other than artificial corundum",both,
2818.30.00,Aluminum hydroxide,new,
2820.10.00,Manganese dioxide,both,
2821.10.00,Iron oxides and hydroxides,both,
2821.20.00,Earth colors containing 70 percent or more by weight of combined iron evaluated as Fe2O3,both,
2822.00.00,Cobalt oxides and hydroxides; commercial cobalt oxides,both,
2823.00.00,Titanium oxides,both,
2825.10.00,Hydrazine and hydroxylamine and their inorganic salts,new,Pharma
2825.20.00,Lithium oxide and hydroxide,both,
2825.30.00,Vanadium oxides and hydroxides,new,
2825.40.00,Nickel oxides and hydroxides,both,
2825.50.30,Copper hydroxides,both,
2825.60.00,Germanium oxides and zirconium dioxide,both,
2825.80.00,Antimony oxides,both,
2825.90.15,Niobium oxide,both,
2825.90.20,Tin oxides,new,
2825.90.30,Tungsten oxides,both,
2825.90.90,"Other inorganic bases; other metal oxides, hydroxides and peroxides, nesoi",both,
2826.12.00,Fluorides of aluminum,both,
2826.30.00,Sodium hexafluoroaluminate (Synthetic cryolite),both,
2826.90.90,"Other complex fluorine salts, nesoi",both,
2827.31.00,Magnesium chloride,both,
2827.39.25,Tin chlorides,new,
2827.39.45,Barium chloride,both,
2827.39.60,Cobalt chlorides,both,
2827.39.65,Zinc chloride,new,Pharma
2827.39.90,"Chlorides, nesoi",both,
2827.41.00,Chloride oxides and chloride hydroxides of copper,both,
2827.49.50,Chloride oxides and chloride hydroxides other than of copper or of vanadium,both,
2827.59.51,"Other bromides and bromide oxides, other than ammonium, calcium or zinc",both,
2827.60.10,Iodide and iodide oxide of calcium or copper,both,
2827.60.20,Iodide and iodide oxide of potassium,new,Pharma
2827.60.51,"Iodides and iodide oxides, other than of calcium, copper or potassium",both,
2832.10.00,Sodium sulfites,new,Pharma
2832.30.10,Sodium thiosulfate,new,Pharma
2833.11.50,"Disodium sulfate, other than salt cake",new,Pharma
2833.19.00,"Sodium sulfates, other than disodium sulfate",new,Pharma
2833.21.00,Magnesium sulfate,both,
2833.22.00,Aluminum sulfate,new,Pharma
2833.24.00,Nickel sulfate,both,
2833.25.00,Copper sulfate,both,
2833.27.00,Barium sulfate,both,
2833.29.10,Cobalt sulfate,both,
2833.29.45,Zinc sulfate,both,
2833.29.51,Other sulfates nesoi,both,
2834.10.10,Sodium nitrite,new,Pharma
2834.21.00,Potassium nitrate,both,
2834.29.10,Calcium nitrate,new,
2834.29.20,Strontium nitrate,both,
2834.29.51,"Nitrates, nesoi",both,
2835.22.00,Mono- or disodium phosphates,new,Pharma
2835.24.00,Potassium phosphate,new,Pharma
2836.20.00,Disodium carbonate,new,Pharma
2836.30.00,Sodium hydrogencarbonate (Sodium bicarbonate),new,Pharma
2836.40.20,Potassium hydrogencarbonate (Potassium bicarbonate),new,Pharma
2836.60.00,Barium carbonate,both,
2836.91.00,Lithium carbonates,both,
2836.92.00,Strontium carbonate,both,
2836.99.10,Cobalt carbonates,both,
2836.99.50,"Carbonates nesoi, and peroxocarbonates (percarbonates)",both,
2837.20.51,"Complex cyanides, excluding potassium ferricyanide",new,Pharma
2841.80.00,Tungstates (wolframates),both,
2841.90.20,Ammonium perrhenate,both,
2841.90.40,Aluminates,both,Pharma
2842.10.00,Double or complex silicates,new,Pharma
2842.90.90,"Salts of inorganic acids or peroxoacids nesoi, excluding azides",new,Pharma
2843.29.01,"Silver compounds, other than silver nitrate",both,Pharma
2843.30.00,Gold compounds,both,Pharma
2843.90.00,"Inorganic or organic compounds of precious metals, excluding those of silver and gold; amalgams of precious metals",both,Pharma
