HS Code,Description,New or Existing,Applies To,Scope Limitation
8504.31.40,"Electrical transformers other than liquid dielectric, having a power handling capacity less than 1 kVA",Existing,All investigated economies (universal list),Aircraft
8504.31.60,"Electrical transformers other than liquid dielectric, having a power handling capacity of l kVA",Existing,All investigated economies (universal list),Aircraft
8504.32.00,"Electrical transformers other than liquid dielectric, having a power handling capacity exceeding 1 kVA but not exceeding 16 kVA",Existing,All investigated economies (universal list),Aircraft
8504.33.00,"Electrical transformers other than liquid dielectric, having a power handling capacity exceeding 16 kVA but not exceeding 500 kVA",Existing,All investigated economies (universal list),Aircraft
8504.40.40,Electrical speed drive controllers for electric motors (static converters),Existing,All investigated economies (universal list),Aircraft
8504.40.60,Power supplies suitable for physical incorporation into automatic data processing machines or units thereof of heading 8471,Existing,All investigated economies (universal list),Aircraft
8504.40.70,"Power supplies for automatic data processing machines or units thereof of heading 8471, nesoi",Existing,All investigated economies (universal list),Aircraft
8504.40.85,"Static converters (for example, rectifiers) for telecommunication apparatus",Existing,All investigated economies (universal list),Aircraft
8504.40.95,"Static converters (for example, rectifiers), nesoi",Existing,All investigated economies (universal list),Aircraft
8504.50.40,Other inductors for power supplies for ADP machines and units of heading 8471 or for telecommunication apparatus,Existing,All investigated economies (universal list),Aircraft
8504.50.80,"Other inductors, nesoi",Existing,All investigated economies (universal list),Aircraft
8505.11.0070,Sintered neodymium-iron-boron magnets,Existing,All investigated economies (universal list),
8507.10.00,Lead-acid storage batteries of a kind used for starting piston engines,Existing,All investigated economies (universal list),Aircraft
8507.20.80,Lead-acid storage batteries other than of a kind used for starting piston engines or as the primary source of power for electric vehicles,Existing,All investigated economies (universal list),Aircraft
8507.30.80,"Nickel-cadmium storage batteries, other than of a kind used as the primary source of power for electric vehicles",Existing,All investigated economies (universal list),Aircraft
8507.50.00,Nickel-metal hydride batteries,Existing,All investigated economies (universal list),Aircraft
8507.60.00,Lithium-ion batteries,Existing,All investigated economies (universal list),Aircraft
8507.80.82,"Other storage batteries nesoi, other than of a kind used as the primary source of power for electric vehicles",Existing,All investigated economies (universal list),Aircraft
8507.90.40,"Parts of lead-acid storage batteries, including separators therefor",Existing,All investigated economies (universal list),Aircraft
8507.90.80,"Parts of storage batteries, including separators therefor, other than parts of lead-acid storage batteries",Existing,All investigated economies (universal list),Aircraft
8511.10.00,Spark plugs,Existing,All investigated economies (universal list),Aircraft
8511.20.00,"Ignition magnetos, magneto-dynamos and magnetic flywheels",Existing,All investigated economies (universal list),Aircraft
8511.30.00,Distributors and ignition coils,Existing,All investigated economies (universal list),Aircraft
8511.40.00,Starter motors and dual purpose starter-generators,Existing,All investigated economies (universal list),Aircraft
8511.50.00,"Generators nesoi, of a kind used in conjunction with spark-ignition or compression-ignition internal- combustion engines",Existing,All investigated economies (universal list),Aircraft
8511.80.20,"Voltage and voltage-current regulators with cut-out relays designed for use on 6, 12 or 24 V systems",Existing,All investigated economies (universal list),Aircraft
8511.80.40,"Voltage and voltage-current regulators with cut-out relays other than those designed for use on 6, 12 or 24 V systems",Existing,All investigated economies (universal list),Aircraft
8511.80.60,"Electrical ignition or starting equipment of a kind used for spark-ignition internal-combustion or compression-ignition engines, nesoi",Existing,All investigated economies (universal list),Aircraft
8514.20.40,Industrial or laboratory microwave ovens for making hot drinks or for cooking or heating food,Existing,All investigated economies (universal list),Aircraft
8516.80.40,"Electric heating resistors assembled only with simple insulated former and electrical connectors, used for anti-icing or de-icing",Existing,All investigated economies (universal list),Aircraft
8516.80.80,"Electric heating resistors, nesoi",Existing,All investigated economies (universal list),Aircraft
8517.13.00,Smartphones for cellular networks or for other wireless of networks,Existing,All investigated economies (universal list),
8517.14.00,"Other telephones for cellular networks or for other wireless of networks, other than smartphones",Existing,All investigated economies (universal list),Aircraft
8517.61.00,Base stations,Existing,All investigated economies (universal list),Aircraft
8517.62.00,"Machines for the reception, conversion and transmission or regeneration of voice, images or other data, including switching and routing apparatus",Existing,All investigated economies (universal list),
8517.69.00,"Other apparatus for transmission or reception of voice, images or other data, nesoi, but not apparatus of headings 8443, 8525, 8527 or 8528",Existing,All investigated economies (universal list),Aircraft
8517.71.00,Aerials and aerial reflectors of all kinds; parts suitable for use therewith,Existing,All investigated economies (universal list),Aircraft
8518.10.40,"Microphones having a frequency range of 300Hz- 3.4kHz with diameter not over 10 mm and height not exceeding 3 mm, for telecommunication",Existing,All investigated economies (universal list),Aircraft
8518.10.80,"Microphones and stands therefor, nesoi",Existing,All investigated economies (universal list),Aircraft
8518.21.00,"Single loudspeakers, mounted in their enclosures",Existing,All investigated economies (universal list),Aircraft
8518.22.00,Multiple loudspeakers mounted in the same enclosure,Existing,All investigated economies (universal list),Aircraft
8518.29.40,"Loudspeakers not mounted in their enclosures, with frequency range of 300Hz to 3.4kHz, with a diameter of not exceeding 50 mm, for telecommunication",Existing,All investigated economies (universal list),Aircraft
8518.29.80,"Loudspeakers nesoi, not mounted in their enclosures, nesoi",Existing,All investigated economies (universal list),Aircraft
8518.30.10,Line telephone handsets,Existing,All investigated economies (universal list),Aircraft
8518.30.20,"Headphones, earphones and combined microphone/speaker sets, other than telephone handsets",Existing,All investigated economies (universal list),Aircraft
8518.40.10,Audio-frequency electric amplifiers for use as repeaters in line telephony,Existing,All investigated economies (universal list),Aircraft
8518.40.20,"Audio-frequency electric amplifiers, other than for use as repeaters in line telephony",Existing,All investigated economies (universal list),Aircraft
8518.50.00,Electric sound amplifier sets,Existing,All investigated economies (universal list),Aircraft
8519.81.10,Transcribing machines,Existing,All investigated economies (universal list),Aircraft
